Model,Price,Processor Brand,Processor Model,Processor Frequency,Processor Core,Processor Thread,CPU Cache,Display Size,Display Type,Display Resolution,Touch Screen,Display Features,RAM,RAM Type,Removable,Bus Speed,Total RAM Slot,Storage Type,Storage Capacity,Extra M.2 Slot,Supported SSD Type,Storage Upgrade,Graphics Model,Graphics Memory,Keyboard Type,TouchPad,WebCam,Speaker,Microphone,Optical Drive,Card Reader,HDMI Port,USB 2 Port,USB 3 Port,USB Type-C / Thunderbolt Port,Headphone & Microphone Port,WiFi,Bluetooth,Fingerprint Sensor,Operating System,Battery Type,Battery Capacity,Adapter Type,Color,Dimensions,Weight,Warranty Details,Chipset Model,Graphics Type,Audio Features,LAN,Camera Privacy Shutter,Security Chip,Body Material,Other Features,Max RAM Capacity,Refresh Rate,HDD RPM,Generation,Security Locker Slot,Keyboard Features,NPU,Response TIme,Backup Time (Approx),Other Pre-installed Softwares
"Lenovo Yoga Book 9 13IRU8 Core i7 13th Gen Dual 13.3"" 2.8K OLED Touch Display Laptop",310000,Intel,Core i7-1355U,3.7GHz up to 5.0GHz,10 (2 Performance Core + 8 Efficient Core),12,12MB,2x 13.3 inch,OLED,2.8K (2880x1800),"OGM, 10-point Multi-touch","400nits Glossy
Anti-fingerprint
100% DCI-P3
Eyesafe
Dolby Vision
DisplayHDR True Black 500
Glass",16GB (On-Board),LPDDR5x,Non-Removable,6400MHz,1,M.2 2242 PCIe 4.0x4 NVMe SSD,1TB,Yes,M.2 2242 PCIe 4.0 x4 slot,,Intel Iris Xe Graphics,Shared,Non-backlit Keyboard,N/A,5.0MP + IR,"4 stereo speakers, 2W x2 (woofers), 2W x2 (user-facing tweeters)","2x, Array Microphone",N/A,N/A,,,,"3x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.0 and DisplayPort 1.4",,"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.3,No,Windows 11 Home,Integrated,80Wh,65W USB-C Slim (Wall-mount),Tidal Teal,299.1 x 203.9 x 15.95 mm (11.78 x 8.03 x 0.63 inches),1.34 kg (2.95 lbs),2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,Integrated,"High Definition (HD) Audio
Realtek ALC3306 codec
optimized with Dolby Atmos
Smart Amplifier (AMP)
audio by Bowers & Wilkins",N/A,Yes,Firmware TPM 2.0,"Surface Treatment: Aluminum CNC (Anodized with Sandblasting)
Case Material: Aluminum (Top), Aluminum (Bottom)","Green Certifications:	
Carbon Neutral Certified
ENERGY STAR® 8.0
EPEAT™ Gold Registered
ErP Lot 6
ErP Lot 26
RoHS compliant
Other Certifications:	
Intel® Evo™ Platform
Eyesafe® Certified 2.0
TÜV Rheinland® Low Blue Light (Hardware Solution)",16GB,60Hz,,13th Generation,,,,,,
"Lenovo Yoga Book 9 13IRU8 Core i7 13th Gen Dual 13.3"" 2.8K OLED Touch Display Laptop with Windows 11 Pro",320000,Intel,Core i7-1355U,3.7GHz up to 5.0GHz,10 (2 Performance Core + 8 Efficient Core),12,12MB,2x 13.3 inch,OLED,2.8K (2880x1800),"OGM, 10-point Multi-touch","400nits Glossy
Anti-fingerprint
100% DCI-P3
Eyesafe
Dolby Vision
DisplayHDR True Black 500
Glass",16GB (On-Board),LPDDR5x,Non-Removable,6400MHz,1,M.2 2242 PCIe 4.0x4 NVMe SSD,1TB,Yes,M.2 2242 PCIe 4.0 x4 slot,,Intel Iris Xe Graphics,Shared,Non-backlit Keyboard,N/A,5.0MP + IR,"4 stereo speakers, 2W x2 (woofers), 2W x2 (user-facing tweeters)","2x, Array Microphone",N/A,N/A,,,,"3x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.0 and DisplayPort 1.4",,"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.3,No,Windows 11 Pro,Integrated,80Wh,65W USB-C Slim (Wall-mount),Tidal Teal,299.1 x 203.9 x 15.95 mm (11.78 x 8.03 x 0.63 inches),1.34 kg (2.95 lbs),2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,Integrated,"High Definition (HD) Audio
Realtek ALC3306 codec
optimized with Dolby Atmos
Smart Amplifier (AMP)
audio by Bowers & Wilkins",N/A,Yes,Firmware TPM 2.0,"Surface Treatment: Aluminum CNC (Anodized with Sandblasting)
Case Material: Aluminum (Top), Aluminum (Bottom)","Green Certifications:	
Carbon Neutral Certified
ENERGY STAR® 8.0
EPEAT™ Gold Registered
ErP Lot 6
ErP Lot 26
RoHS compliant
Other Certifications:	
Intel® Evo™ Platform
Eyesafe® Certified 2.0
TÜV Rheinland® Low Blue Light (Hardware Solution)",16GB,60Hz,,13th Generation,,,,,,
"Lenovo Legion Pro 7 16IRX8H Core i9 13th Gen RTX 4090 16GB Graphics 16"" WQXGA 240Hz Gaming Laptop",450000,Intel,Core i9-13900HX,3.9GHz to 5.4GHz,"24 (8 Performance cores, 16 Efficient cores)",32,36MB,16-inch,IPS,WQXGA (2560x1600),N/A,"500nits Anti-glare
100% sRGB
DisplayHDR 400
Dolby Vision
G-SYNC
Low Blue Light
High Gaming Performance",32GB (2x 16GB),DDR5,Yes,5600MHz,2,M.2 2280 PCIe 4.0x4 NVMe SSD,1TB,Yes,M.2 2280 PCIe 4.0 x4,Up to 1TB,"NVIDIA GeForce RTX 4090
Boost Clock 2040MHz
TGP 175W",16GB,Backlit Keyboard,"Buttonless Mylar surface multi-touch touchpad, 75 x 120 mm (2.95 x 4.72 inches)",FHD 1080p,"2W x2, Stereo speakers (super linear speaker)",2x Array Microphone,N/A,N/A,"1x HDMI 2.1, up to 8K/60Hz",,"1x USB 3.2 Gen 1 (Always On)
3x USB 3.2 Gen 1","1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort 1.4)
1x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery and DisplayPort 1.4)",1x Headphone / microphone combo jack (3.5mm),"Intel Killer Wi-Fi 6E AX1675i, 11ax 2x2",Bluetooth V5.3,N/A,Windows 11 Home,Integrated,99.9Wh,330W Slim Tip Tiny GaN (3-pin),Onyx Grey,363.4 x 263.55 x 21.97-25.9 mm (14.31 x 10.38 x 0.86-1.02 inches),Less than 2.8 kg (6.17 lbs),2 Year Warranty (Battery & Adapter 1 Year),Intel HM770 Chipset,GDDR6,"Audio by HARMAN
Optimized with Nahimic Audio
Smart Amplifier (AMP)
Audio Chip: High Definition (HD) Audio, Realtek ALC3306 codec",1x 100/1000M RJ-45 ports,E-shutter,Firmware TPM 2.0,"Aluminum (Top), Aluminum (Bottom)","AI Chip: LA2-Q
Legion Coldfront 5.0 cooling system
TÜV Rheinland High Gaming Performance
TÜV Rheinland Low Blue Light (Hardware Solution)
Green Certifications:
ErP Lot 3
RoHS compliant",32GB,240Hz,,13th Generation,,Per-key RGB Backlit (with Lighting Lens),,,,
"Lenovo Legion Pro 7 16IRX9H Core i9 14th Gen RTX 4090 16GB Graphics 16"" WQXGA 240Hz Gaming Laptop",485000,Intel,Core i9-14900HX,4.1GHz to 5.4GHz,24C (8P + 16E) ,32,36MB,16-inch,IPS,WQXGA (2560x1600),N/A,"IPS 500nits Anti-glare, 100% DCI-P3, 240Hz, DisplayHDR 400, Dolby Vision, G-SYNC, Low Blue Light, High Gaming Performance",32GB (2x 16GB),DDR5,Yes,5600MHz,2,M.2 2280 PCIe 4.0x4 NVMe,1TB,Yes,M.2 2280 PCIe 4.0 x4,Up to 1TB,NVIDIA GeForce RTX 4090,16GB,Backlit Keyboard,"Buttonless Mylar® surface multi-touch touchpad, supports Precision TouchPad (PTP), 75 x 120 mm (2.95 x 4.72 inches)",FHD 1080p,"2W x2, Stereo speakers (super linear speaker)",2x Array Microphone,N/A,N/A,"1x HDMI 2.1, up to 8K/60Hz",,"1x USB 3.2 Gen 1 (Always On)
3x USB 3.2 Gen 1","1x USB-C (USB 10Gbps / USB 3.2 Gen 2), with Lenovo PD 140W and DisplayPort™ 1.4
1x USB-C (Thunderbolt™ 4 / USB4® 40Gbps), with DisplayPort™ 1.4",1x Headphone / microphone combo jack (3.5mm),"Intel Killer Wi-Fi 6E AX1675i, 802.11ax 2x2
",Bluetooth V5.3,N/A,Windows 11 Home,Integrated,99.9Wh,330W Slim Tip Tiny GaN (3-pin),Eclipse Black,363.5 x 262.1 x 21.95-25.9 mm (14.31 x 10.32 x 0.86-1.02 inches),Around 2.62 kg (5.78 lbs),2 Year Warranty (Battery & Adapter 1 Year),"Intel HM770 Chipset
",GDDR6,"Audio by HARMAN, optimized with Nahimic Audio, Smart Amplifier (AMP)",100/1000M (RJ-45),E-shutter,Firmware TPM 2.0,"Aluminium (Top), Aluminium (Bottom)",,32GB,240Hz,,14th Generation,,Per-key RGB Backlit (with Lighting Lens),,,,
"Lenovo IdeaPad Slim 3 15IRH8 Core i5 13th Gen 8GB RAM 15.6"" FHD Military Grade Laptop With FreeDOS",Up Coming,Intel,"Core i5-13420H
","P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz","8 (4 Performance cores, 4 Efficient cores)",12,12MB,"15.6""",TN,FHD (1920x1080),,250nits Anti-glare,"8GB soldered
",DDR5,No,4800 MHz,,M.2 2242 PCIe 4.0x4 NVMe SSD,512GB,No,M.2 2242 SSD,Up to 1TB,Intel UHD Graphics,Shared,"Non-backlit, English (EU)","Buttonless Mylar surface multi-touch touchpad, supports Precision TouchPad (PTP), 69 x 104 mm (2.72 x 4.09 inches)",FHD 1080p,"User-facing stereo speakers, 1.5W x2","2x, Array Microphone",N/A,SD Card Reader,1x HDMI 1.4,,2x USB 3.2 Gen 1,"1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth 5.2,N/A,Free DOS,Integrated,47Wh,65W Round Tip (3-pin),Arctic Grey,359.3 x 235 x 17.9 mm (14.15 x 9.25 x 0.70 inches),Starting at 1.62 kg (3.57 lbs),02 years Limited Warranty (Terms & Conditions Apply As Per Lenovo),Intel SoC Platform,Integrated,Optimized with Dolby Audio,N/A,Yes,Firmware TPM 2.0 Enabled,"PC-ABS (Top), PC-ABS (Bottom)","MIL-STD-810H military test passed (21 test items)
TÜV Rheinland Low Blue Light (Software Solution)
Green Certifications: 
ENERGY STAR 8.0
EPEAT Silver Registered
ErP Lot 6
ErP Lot 26
RoHS compliant",,,,13th Generation,,,,,,
"Lenovo IdeaPad Slim 3i 15ITL6 Core i3 11th Gen 4GB RAM 15.6"" FHD Laptop",Out Of Stock,Intel,Core i3,3.00 GHz up to 4.10 GHz,2,4,6MB,"15.6""",LED,FHD (1920x1080),,"TN Panel, 250nits",4GB,DDR4,,3200 MHz,1,SATA,1TB HDD,N/A,,Additional SSD Can be added,Intel UHD Graphics,Shared,Standard Backlight keyboard,,HD Camera,Yes,Yes,,4-in-1 Card Reader,1 x HDMI,1 x USB 2.0,1 x USB 3.2 Gen 1,1 x USB 3.2 Gen 1 Type-C,Combo,Wi-Fi 5 x 2,Bluetooth 5.0,,Windows 11 Home,,45Wh,"65W Round Tip (2-pin, Wall-mount)",Silver,359.2 x 236.5 x 19.9mm,1.65 kg,02 years Limited Warranty (Terms & Conditions Apply As Per Lenovo),Intel SoC Platform,,"Stereo speakers, 1.5W x2, Dolby Audio.",,,Firmware TPM 2.0,,,,,5400RPM,11th,,,,,,
"Lenovo V15 Gen 3 Core i3 12th Gen 15.6"" FHD Laptop",Out Of Stock,Intel,Core i3-1215U ,Up to 4.40 GHz,6 (2 P-core + 4 E-core),8,10MB,15.6 Inch,IPS,FHD (1920x1080),No,"Brightness: 300nits
Surface: Anti-glare
Aspect Ratio: 16:9
Color Gamut: 45% NTSC",8GB (On-Board),DDR4,Non-Removable,3200MHz,1,SSD,512GB,,M.2 2242 PCIe Gen4,"Additional HDD can be added, and SSD can be replaced",Intel UHD Graphics,Shared,Non-Backlight Keyboard ,Yes,720p HD,"1.5W x2, Stereo speakers",Dual-microphone array with noise-cancelling,N/A,N/A,1x HDMI 1.4b,1x USB 2.0,1x USB 3.2 Gen 1,1x USB-C 3.2 Gen 1,1x 3.5mm Headphone / microphone combo jack ,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.1,N/A,Free DOS,2-cell,38Wh,65W,Iron grey,359 x 236 x 19.9 mm (14.13 x 9.29 x 0.78 inches),1.7 kg (3.75 lbs),"2 Years Limited Warranty (1 year for Battery and Adapter, Terms & conditions Apply As Per Lenovo)",Intel SoC (System on Chip) platform,Integrated,"High Definition (HD) Audio
Realtek ALC3287 codec
Dolby Audio",1x RJ-45,Yes,Firmware TPM 2.0,PC-ABS,,8GB,60Hz,,12th Gen,Kensington Nano Security Slot,"6-row, Spill-Resistant, Multimedia Fn keys, SMB Service Hot Key, Numeric Keypad",,,,
"Lenovo IdeaPad Slim 3 Ryzen 5 7520U 15.6"" FHD Laptop 16GB DDR5 RAM 512GB SSD with 2 Years Warranty",Out Of Stock,AMD,Ryzen 5 7520U,Up to 4.3GHz,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB",15.6 Inch,TN,FHD (1920×1080),No,TN 250nits Anti-glare,16GB,DDR5,"16GB Onboard, not upgradeable",5500MHz,1,M.2 2242 PCIe 4.0x4 NVMe,512GB SSD,N/A,,,AMD Radeon 610M Graphics,Shared,"Backlit, English",Yes,720p Webcam,1.5W x2 Stereo ,"2x Array
",N/A,SD Card Reader,1x HDMI 1.4,,2x USB 3.2 Gen 1,"1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth 5.2,N/A,FreeDOS,Integrated,47Wh,65W round tip (3-pin) ,Arctic Grey,359.3 x 235 x 17.9 mm (14.15 x 9.25 x 0.70 inches),Starting at 1.62 kg (3.57 lbs),2 years International Limited Warranty (Battery 1 year).,AMD SoC Platform,Integrated ,Dolby Audio,N/A,Yes,FW TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",MIL-STD-810H military test passed (21 test items),16GB,,,,,,,,,
"Lenovo IdeaPad Slim 3 15AMN8 Ryzen 5 7520U 15.6"" FHD TN Laptop",Out Of Stock,AMD,Ryzen 5 7520U,Up to 4.3GHz,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB",15.6 Inch,TN,FHD (1920×1080),No,TN 250nits Anti-glare,16GB,DDR5,"16GB Onboard, not upgradeable",5500MHz,1,M.2 2242 PCIe 4.0x4 NVMe,512GB SSD,N/A,,,AMD Radeon 610M Graphics,Shared,"Backlit, English",Yes,720p Webcam,1.5W x2 Stereo ,"2x Array
",N/A,SD Card Reader,1x HDMI 1.4,,2x USB 3.2 Gen 1,"1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth 5.2,N/A,FreeDOS,Integrated,47Wh,65W round tip (3-pin) ,Abyss Blue,359.3 x 235 x 17.9 mm (14.15 x 9.25 x 0.70 inches),Starting at 1.62 kg (3.57 lbs),2 years International Limited Warranty (Battery 1 year).,AMD SoC Platform,Integrated ,Dolby Audio,N/A,Yes,FW TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",MIL-STD-810H military test passed (21 test items),16GB,,,,,,,,,
"Lenovo IdeaPad Slim 3 Ryzen 5 7520U 15.6"" FHD IPS Laptop 16GB DDR5 RAM 512GB SSD with 2 Years Warranty",Out Of Stock,AMD,Ryzen 5 7520U,Up to 4.3GHz,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB",15.6 Inch,IPS,FHD (1920×1080),No, 300nits Anti-glare,16GB,DDR5,"16GB Onboard, not upgradeable",5500MHz,1,M.2 2242 PCIe 4.0x4 NVMe,512GB SSD,N/A,,,AMD Radeon 610M Graphics,Shared,"Backlit, English (EU)",Yes,720p Webcam,1.5W x2 Stereo ,"2x Array
",N/A,SD Card Reader,1x HDMI 1.4,,2x USB 3.2 Gen 1,"1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth 5.2,"Touch Style, Integrated in Power Button","Windows 11 Home Single Language, English",Integrated,47Wh,65W round tip (3-pin) ,Arctic Grey,359.3 x 235 x 17.9 mm (14.15 x 9.25 x 0.70 inches),Starting at 1.62 kg (3.57 lbs),2 years International Limited Warranty (Battery 1 year).,AMD SoC Platform,Integrated ,Dolby Audio,N/A,Yes,FW TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",MIL-STD-810H military test passed (21 test items),16GB,,,,,,,,,
"Lenovo IdeaPad Slim 3 Ryzen 5 7520U 14"" FHD Laptop FingerPrint 16GB DDR5 RAM 512GB SSD with 2 Years Warranty",Out Of Stock,AMD,Ryzen 5 7520U,Up to 4.3GHz,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB",14 Inch,IPS,FHD (1920×1080),No,IPS 300nits Anti-glare,16GB,DDR5,"16GB Onboard, not upgradeable",,1,M.2 2242 PCIe 4.0x4 NVMe,512GB SSD,N/A,,,AMD Radeon Graphics,Shared,"Backlit, English (EU)",Yes,720p Webcam,1.5W x2 Stereo ,"2x Array
",N/A,SD Card Reader,1x HDMI 1.4b,,2x USB 3.2 Gen 1," 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)", 1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth 5.1,"Touch Style, Integrated in Power Button",Windows 11 Home,Integrated,47Wh,65W round tip (3-pin) ,Arctic Grey,324.3 x 213.8 x 17.9 mm (12.77 x 8.42 x 0.70 inches),Starting at 1.37 kg (3.02 lbs),2 years International Limited Warranty (Battery 1 year).,Integrated AMD Radeon Graphics,Integrated ,Dolby Audio,N/A,Yes,FW TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",MIL-STD-810H military test passed (21 test items),,,,,,,,,,
"Lenovo IdeaPad Slim 3 Ryzen 5 7520U 14"" FHD Laptop FingerPrint 16GB DDR5 RAM 512GB SSD Abyss Blue with 2 Years Warranty",Out Of Stock,AMD,Ryzen 5 7520U,Up to 4.3GHz,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB",14 Inch,IPS,FHD (1920×1080),No,IPS 300nits Anti-glare,16GB,DDR5,"16GB Onboard, not upgradeable",,1,M.2 2242 PCIe 4.0x4 NVMe,512GB SSD,N/A,,,AMD Radeon Graphics,Shared,"Backlit, English (EU)",Yes,720p Webcam,1.5W x2 Stereo ,"2x Array
",N/A,SD Card Reader,1x HDMI 1.4b,,2x USB 3.2 Gen 1," 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)", 1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth 5.1,"Touch Style, Integrated in Power Button",Windows 11 Home,Integrated,47Wh,65W round tip (3-pin) ,Abyss Blue,324.3 x 213.8 x 17.9 mm (12.77 x 8.42 x 0.70 inches),Starting at 1.37 kg (3.02 lbs),2 years International Limited Warranty (Battery 1 year).,Integrated AMD Radeon Graphics,Integrated ,Dolby Audio,N/A,Yes,FW TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",MIL-STD-810H military test passed (21 test items),,,,,,,,,,
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 7 5700U 15.6"" FHD Laptop with Wi-Fi 6",Out Of Stock,AMD,Ryzen 7 5700U,1.8GHz Up to 4.3GHz,8,16,8 MB,"15.6""",IPS,FHD (1920x1080),,300nits Anti-glare,16GB (8GB Onboard),DDR4,Yes,3200MHZ,2,PCIe NVMe 3.0 x2 M.2 SSD,512GB,N/A,,"M.2 2242 SSD up to 512GB
M.2 2280 SSD up to 1TB",AMD Radeon,Shared,"Backlit, English",,HD 720p,Yes,"2x, Array",,SD Card Reader,1x HDMI 1.4b,1x USB 2.0,"1x USB 3.2 Gen 1
", 1x USB-C 3.2 Gen 1 (support data transfer only), 1x Headphone/microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",BT5.1,N/A,Windows 11 Home ,Integrated,45Wh,"65W Round Tip (2-pin, Wall-mount)",Arctic Grey,359.2 x 236.5 x 19.9 mm (14.14 x 9.31 x 0.78 inches),Starting at 1.65 kg (3.63 lbs),02 years Limited Warranty (Terms & Conditions Apply As Per Lenovo),AMD SoC Platform,Integrated,"High Definition (HD) Audio, Stereo speakers, 1.5W x2, Dolby Audio
",,Yes,Firmware TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",,Up to 16GB (8GB soldered + 8GB SO-DIMM) DDR4-3200 ,,,,,,,,,
"Lenovo IdeaPad Slim 3 15ABR8 Ryzen 7 7730U 15.6"" FHD Abyss Blue Laptop with 1080p FHD Webcam",Out Of Stock,AMD,Ryzen 7 7730U,up to 4.5 GHz,8,16,16MB,15.6 Inch,,FHD (1920×1080),No,IPS 300nits Anti-glare,16GB,DDR4,"16GB Onboard, not upgradeable",,1,M.2 2242 PCIe 3.0x4 NVMe SSD,512GB SSD,N/A,,,AMD Radeon Graphics,Shared,"Backlit, English (EU)",Yes,FHD 1080p Webcam,1.5W x2 Stereo ,"2x Array
",N/A,1x Card reader,1x HDMI 1.4b,,2x USB 3.2 Gen 1," 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)", 1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth 5.1,"Touch Style, Integrated in Power Button",Windows 11 Home,Integrated,47Wh,65W round tip (3-pin) AC adapter,Abyss Blue,359.3 x 235 x 17.9 mm (14.15 x 9.25 x 0.70 inches),Starting at 1.62 kg (3.57 lbs),2 years International Limited Warranty (Battery 1 year).,Integrated AMD Radeon Graphics,Integrated ,Dolby Audio,N/A,Yes,FW TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",MIL-STD-810H military test passed (21 test items),,,,,,,,,,
"Lenovo IdeaPad Slim 3 14ABR8 Ryzen 7 7730U Abyss Blue 14"" FHD Laptop with 1080p FHD Webcam",Out Of Stock,AMD,Ryzen 7 7730U,up to 4.5 GHz,8,16,16MB,14 Inch,,FHD (1920×1080),No,IPS 300nits Anti-glare,16GB,DDR4,"16GB Onboard, not upgradeable",,1,M.2 2242 PCIe 3.0x4 NVMe SSD,512GB SSD,N/A,,,AMD Radeon Graphics,Shared,"Backlit, English (EU)",Yes,720p Webcam,1.5W x2 Stereo ,"2x Array
",N/A,1x Card reader,1x HDMI 1.4b,,2x USB 3.2 Gen 1," 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)", 1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth 5.2,"Touch Style, Integrated in Power Button",Windows 11 Home,Integrated,47Wh,65W round tip (3-pin) AC adapter,Abyss Blue,324.3 x 213.8 x 17.9 mm (12.77 x 8.42 x 0.70 inches),Starting at 1.37 kg (3.02 lbs),2 years International Limited Warranty (Battery 1 year).,Integrated AMD Radeon Graphics,Integrated ,Dolby Audio,N/A,Yes,FW TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",MIL-STD-810H military test passed (21 test items),,,,,,,,,,
"Lenovo IdeaPad Slim 3 Ryzen 7 7730U 14"" FHD Laptop Fingerprint 16GB DDR4 RAM 512GB SSD with 2 Years Warranty",Out Of Stock,AMD,Ryzen 7 7730U,up to 4.5 GHz,8,16,"L2 Cache: 4MB
L3 Cache: 16MB",14 Inch,IPS,FHD (1920×1080),No,IPS 300nits Anti-glare,16GB,DDR4,"16GB Onboard, not upgradeable",,1,M.2 2242 PCIe 4.0x4 NVMe,512GB SSD,N/A,,,AMD Radeon Graphics,Shared,"Backlit, English (EU)",Yes,FHD 1080p,1.5W x2 Stereo ,"2x Array
",N/A,SD Card Reader,1x HDMI 1.4b,,2x USB 3.2 Gen 1," 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)", 1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth 5.2,"Touch Style, Integrated in Power Button",Windows 11 Home,Integrated,47Wh,65W round tip (3-pin) ,Arctic Grey,324.3 x 213.8 x 17.9 mm (12.77 x 8.42 x 0.70 inches),Starting at 1.37 kg (3.02 lbs),2 years International Limited Warranty (Battery 1 year).,AMD SoC Platform,Integrated ,"User-facing stereo speakers, optimized with Dolby Audio",N/A,Yes,FW TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",MIL-STD-810H military test passed (21 test items),,,,,,,,,,
"Lenovo IdeaPad Slim 3 15IRH8 Core i5 13th Gen 16GB RAM 15.6"" FHD Military Grade Laptop",Out Of Stock,Intel,"Core i5-13420H
","P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz
","8 (4 Performance cores, 4 Efficient cores)",12,12MB,"15.6""",TN,FHD (1920x1080),N/A,250nits Anti-glare,"16GB soldered
",DDR5,Non-Removable,4800 MHz,1,M.2 2242 PCIe 4.0x4 NVMe SSD,512GB,N/A,M.2 2242 PCIe 4.0 x4 SSD,Up to 1TB,Intel UHD Graphics,Shared,"Non-backlit, English (EU)","Buttonless Mylar surface multi-touch touchpad, supports Precision TouchPad (PTP), 69 x 104 mm (2.72 x 4.09 inches)",FHD 1080p,"1.5W x2, User-facing stereo speakers","2x, Array",N/A,SD Card Reader,1x HDMI1.4,,2x USB 3.2 Gen 1,"1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort 1.2)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth 5.2,"Touch Style, Integrated in Power Button",Free Dos,Integrated,47Wh,65W Round Tip (3-pin),Arctic Grey,"359.3 x 235 x 17.9 mm (14.15 x 9.25 x 0.70 inches)
",Starting at 1.62 kg (3.57 lbs),02 years Limited Warranty (Terms & Conditions Apply As Per Lenovo),Intel SoC Platform,Integrated,Optimized with Dolby Audio,No Onboard Ethernet,Yes,Firmware TPM 2.0 Enabled,"Surface Treatment: IMR (In-Mold Decoration by Roller)
Case Material: PC-ABS (Top), PC-ABS (Bottom)
","MIL-STD-810H military test passed (21 test items)
TÜV Rheinland Low Blue Light (Software Solution)
Green Certifications:
ErP Lot 6
ErP Lot 26
RoHS compliant",16GB,,,13th Generation,,,,,,
